Churn Category,Age,Number of Dependents,Population,Latitude,Longitude,Satisfaction Score,Number of Referrals,Tenure in Months,Avg Monthly Long Distance Charges,Avg Monthly GB Download,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Gender-Male,Gender-Female,Under 30-Yes,Under 30-No,Senior Citizen-Yes,Senior Citizen-No,Married-Yes,Married-No,Dependents-Yes,Dependents-No,Referred a Friend-Yes,Referred a Friend-No,Offer-Offer B,Offer-Offer E,Offer-None,Offer-Offer C,Offer-Offer A,Offer-Offer D,Phone Service-Yes,Phone Service-No,Multiple Lines-Yes,Multiple Lines-No,Internet Service-Yes,Internet Service-No,Internet Type-Fiber Optic,Internet Type-DSL,Internet Type-Cable,Internet Type-None,Online Security-Yes,Online Security-No,Online Backup-Yes,Online Backup-No,Device Protection Plan-Yes,Device Protection Plan-No,Premium Tech Support-Yes,Premium Tech Support-No,Streaming TV-Yes,Streaming TV-No,Streaming Movies-Yes,Streaming Movies-No,Streaming Music-Yes,Streaming Music-No,Unlimited Data-Yes,Unlimited Data-No,Contract-Two Year,Contract-Month-to-Month,Contract-One Year,Paperless Billing-Yes,Paperless Billing-No,Payment Method-Mailed Check,Payment Method-Credit Card,Payment Method-Bank Withdrawal
0,46,1,1279,39.657228,-121.37778,4,0,29,22.61,16,70.2,1379.175,0,0,411.36,2106.41,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,79,0,58218,36.125529,-118.399613,5,10,2,33.1,11,95.5,181.65,0,10,66.2,257.85,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0
1,64,0,40545,37.474396,-120.875917,1,1,30,39.74,22,100.05,3046.15,0,0,1192.2,2106.41,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1
0,28,3,46960,34.078821,-118.177576,3,3,29,22.61,69,83.3,6042.7,0,80,1762.56,7885.26,0,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
0,46,0,34146,38.733714,-120.795213,4,0,1,17.07,3,61.15,61.15,0,0,17.07,2106.41,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1
0,23,0,14852,33.830431,-118.074071,5,1,64,36.24,0,20.2,1277.75,0,0,2319.36,3597.11,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0
0,49,0,17944,36.125529,-119.4729985,5,7,25,22.61,10,55.55,1405.3,0,0,290,1695.3,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0
1,51,0,17372,37.768881,-122.395521,2,0,29,22.61,16,70.2,288.05,0,0,131.46,2106.41,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1
0,46,0,15508,36.205465,-119.085807,3,6,63,44.55,29,89.4,5597.65,0,0,2806.65,8404.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0
1,64,0,23984,34.110444,-118.156957,1,1,11,25.67,18,94,1078.9,0,0,282.37,1361.27,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1
0,60,3,1564,34.137742,-114.36514,4,0,9,27.34,0,20.1,190.25,0,0,246.06,436.31,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0
0,46,0,2515,35.690535,-118.552784,3,0,29,22.61,16,20.05,85.5,0,0,109.48,2106.41,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1
0,39,0,17944,36.520537,-120.118055,5,0,39,29.56,0,23.8,1379.175,0,0,411.36,2056.64,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0
1,64,0,74232,32.886925,-117.152162,1,3,5,36.88,8,84.5,453.75,0,0,184.4,638.15,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1
0,35,0,18980,33.999992,-117.535395,3,0,31,0,16,49.85,1520.1,0,0,0,2106.41,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1
0,76,2,62103,33.529047,-117.701175,3,0,29,22.61,16,70.2,1379.175,0,0,411.36,2106.41,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,49,0,74232,32.886925,-117.152162,1,0,26,6.24,16,89.8,2335.3,0,0,162.24,2497.54,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1
0,33,0,4806,39.246654,-120.029273,4,0,4,22.61,0,20.05,83.3,0,0,103.2,186.5,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0
0,46,0,18980,33.999992,-117.535395,3,0,24,2.33,2,51.1,1269.6,0,0,55.92,1325.52,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0
0,51,0,15140,34.039224,-118.266293,5,0,29,22.61,16,70.2,1379.175,0,0,411.36,2106.41,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,58,2,40152,36.125529,-118.128628,5,6,1,48.79,0,19.4,1379.175,0,0,48.79,68.19,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0
4,64,0,39566,37.624436,-122.430661,1,0,12,34.92,23,70.2,1120.95,0,0,419.04,1539.99,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1
1,46,0,4258,32.898613,-117.202937,1,0,1,22.11,18,45.8,45.8,0,10,22.11,77.91,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
5,60,0,17944,36.125529,-119.4729985,1,0,29,22.61,16,70.2,1379.175,0,0,411.36,2106.41,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,51,2,9937,34.364153,-118.615583,4,0,26,0,19,45.8,1147,0,0,0,1147,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0
0,46,1,17944,36.125529,-119.4729985,4,10,68,34.62,18,101.05,6770.5,0,0,2354.16,2106.41,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0
0,35,0,27607,37.999406,-121.686241,4,8,29,36.62,16,70.2,6643.5,0,0,2380.3,9023.8,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0
0,45,0,17944,36.125529,-119.4729985,3,0,1,15.77,0,19.75,19.75,0,0,15.77,35.52,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0
0,22,0,18539,34.169706,-119.4729985,3,1,71,33.69,27,70.2,7209,0,0,2391.99,9600.99,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0
0,58,0,2900,36.444232,-119.718285,3,4,72,40.49,15,104.8,1379.175,0,0,2915.28,10385.38,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
0,46,0,2753,33.345825,-115.596574,4,1,71,18.42,29,90.35,6325.25,0,0,1307.82,7633.07,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
0,46,0,17944,38.578807,-119.4729985,3,0,20,16.05,18,108.2,2203.7,0,0,321,2524.7,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1
0,50,3,4231,40.497441,-119.4729985,3,0,23,1.2,0,19.8,465.45,0,0,27.6,493.05,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0
0,37,3,302,35.38381,-119.730885,3,3,53,33.31,0,70.2,1336.1,37.37,0,1765.43,3064.16,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0
0,55,0,17944,36.125529,-119.4729985,3,0,8,23.46,0,20,141.6,0,0,187.68,2106.41,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0
0,35,0,3148,38.047746,-119.4729985,3,0,29,0,5,50.05,1379.175,0,0,0,1523.4,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1
0,28,0,39334,33.954017,-118.402447,3,8,17,8.74,0,20.75,418.25,0,0,148.58,2106.41,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0
0,27,0,91664,33.864622,-118.179626,3,4,70,5.77,48,108.15,7930.55,0,0,403.9,8334.45,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0
0,57,0,38756,37.770533,-122.445121,3,0,45,22.61,3,112.2,5031.85,0,0,1292.4,6324.25,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0
0,58,0,228,41.121108,-122.336613,4,9,31,28.52,2,80.55,2471.6,0,0,884.12,3355.72,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1
3,80,0,17944,36.125529,-119.4729985,3,0,29,22.61,16,70.2,1379.175,0,0,411.36,2106.41,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,41,0,19629,33.850452,-117.726668,1,0,11,22.61,29,74.95,815.5,0,0,277.64,1093.14,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1
0,51,0,17944,36.125529,-119.4729985,5,0,46,13.42,0,70.2,907.05,0,0,617.32,1524.37,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1
0,25,0,17944,36.125529,-119.4729985,5,0,63,16.57,16,20.6,1298.7,0,0,411.36,2342.61,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0
0,46,0,5689,36.141319,-119.129075,5,0,6,32.34,0,20.65,109.3,0,0,194.04,2106.41,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0
0,24,0,5689,36.141319,-119.129075,3,0,29,22.61,51,55.8,274.35,0,0,206.45,480.8,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0
3,42,0,1054,36.125529,-119.498771,2,1,13,0,8,48.75,633.4,0,0,0,633.4,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1
0,74,3,37417,33.823943,-118.111335,3,1,71,46.11,20,72.9,1379.175,0,20,3273.81,2106.41,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1
0,41,1,3524,39.607831,-121.777959,3,6,52,31.09,28,98.15,1379.175,0,0,1616.68,2106.41,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1
5,46,0,24518,36.125529,-122.14633,2,0,1,16.06,3,89.1,89.1,0,0,16.06,105.16,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
0,46,0,17944,36.125529,-119.4729985,4,0,35,49.61,26,70.2,3251.3,0,0,1736.35,4987.65,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1
0,52,0,6503,34.404544,-119.4729985,3,0,41,15.48,0,20.45,775.6,0,0,634.68,1410.28,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
1,46,0,867,40.210895,-123.86,3,0,3,33.39,59,99,287.4,0,10,100.17,397.57,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0
0,44,0,17944,38.32153,-120.236358,4,0,29,22.61,16,70.2,1379.175,0,0,411.36,2106.41,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,37,0,1785,38.377165,-119.4729985,2,1,32,5.99,5,70.2,2347.9,19.67,0,191.68,2519.91,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1
1,75,0,4231,40.497441,-121.827524,1,0,29,22.61,28,70.2,3152.5,0,0,270.76,2106.41,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1
1,62,0,46171,33.507255,-117.029473,2,0,5,32.12,10,96.25,512.45,0,0,160.6,673.05,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1
0,61,0,23519,36.125529,-118.602203,4,0,45,10.36,6,75.95,3273.8,0,0,466.2,2106.41,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1
1,33,0,17944,36.125529,-119.4729985,1,3,33,33.32,16,73.9,2405.05,0,0,1099.56,3504.61,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0
2,24,0,12448,37.858898,-122.240512,3,8,4,22.61,30,74.65,301.4,0,0,194.56,495.96,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0
3,46,0,17944,36.186867,-120.387793,2,0,29,22.61,16,96.2,1379.175,0,0,411.36,6303.89,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1
0,29,1,3464,36.991762,-119.242874,3,0,18,10.29,59,83.25,1611.15,0,0,185.22,1796.37,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1
1,46,0,40270,38.488431,-122.752839,1,0,29,22.61,16,70.2,1379.175,0,0,411.36,2106.41,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,61,0,23981,34.17051,-118.289463,5,0,18,19.93,26,77.8,1358.6,29.76,0,358.74,1687.58,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0
0,46,0,586,38.966713,-123.586412,3,0,29,13.36,10,74.1,5031,0,0,921.84,5952.84,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0
0,47,0,57775,34.174493,-117.87068,3,1,46,0,8,43.95,2007.85,0,0,0,2007.85,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1
1,34,0,6822,37.5923,-120.853288,1,0,12,35.8,16,78.3,909.25,0,0,429.6,1338.85,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1
1,64,0,21633,34.581308,-119.4729985,1,0,29,22.61,16,70.2,1379.175,0,0,411.36,2106.41,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,40,0,23,34.702766,-116.093376,3,0,29,22.61,16,70.2,1379.175,0,0,411.36,2106.41,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,55,0,17944,36.125529,-119.4729985,3,0,54,27.17,24,89.8,4667,0,0,1467.18,6134.18,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0
0,49,1,17944,36.125529,-119.4729985,5,10,53,30.31,0,19.55,1007.9,0,0,1606.43,2614.33,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1
0,46,0,210,34.866032,-120.536546,3,0,4,22.61,0,70.2,117.8,0,0,92.16,2106.41,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0
0,59,2,1822,39.637471,-120.226338,3,0,29,22.61,16,70.2,1379.175,0,0,411.36,2106.41,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,46,2,26577,36.125529,-121.682472,4,6,72,35.21,10,98.65,7129.45,0,0,2535.12,9664.57,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1
2,79,0,17944,34.128284,-118.047732,1,0,5,4.59,11,91.4,449.75,0,0,22.95,472.7,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
0,19,0,17944,38.113533,-122.11926,4,4,9,12.59,76,50.85,466.6,0,0,113.31,579.91,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0
0,67,0,14104,34.457829,-119.4729985,4,2,55,9.08,23,60,3316.1,0,0,499.4,3815.5,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0
0,32,0,17944,36.125529,-119.4729985,5,0,29,22.61,16,70.2,1379.175,0,0,411.36,2106.41,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,51,3,11355,34.062095,-118.401508,4,0,29,22.61,16,70.2,1379.175,0,0,411.36,2106.41,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,21,0,2723,38.9386,-120.785514,3,6,29,15.35,41,86.4,6058.95,0,0,1105.2,7164.15,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
0,63,0,1146,39.281194,-122.226568,5,0,18,4.38,20,74.15,1387,0,0,78.84,1465.84,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0
0,27,0,27505,32.72523,-117.171346,4,0,17,13.02,73,44.6,681.4,0,0,221.34,902.74,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0
0,70,0,7435,35.059695,-120.604741,3,1,68,20.31,13,84.65,5683.6,0,0,1381.08,7064.68,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1
0,51,3,9673,36.977025,-119.4729985,3,0,29,22.61,0,20.4,94.5,0,0,123.16,2106.41,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0
